date,Blood colour index,Saliva index,Star sign influence index,Insect sting pain resistance index,Midi-chlorian counts,covid infection probability,year of birth
4/3/21,-7.876205186,-9.378944422,-17.25514961,31.23397393,-552.9257173,39.11017911,1928
4/3/21,8.180860299,7.264786237,15.44564654,50.9003308,719.8425408,42.7194705,1954
4/3/21,3.113989474,1.945983443,5.059972917,43.29952591,170.7349296,40.18553644,1974
4/3/21,19.32190911,11.34534262,30.66725172,36.23974217,1044.466302,16.91783307,1906
4/3/21,12.28224172,4.748177286,17.030419,39.7489803,620.1623902,27.46673858,1976
4/3/21,-9.140719362,-8.506983188,-17.64770255,37.18276665,-675.7254698,46.32348601,1957
4/3/21,7.392402032,6.299144403,13.69154644,78.41518526,981.5184185,71.02278323,1917
4/3/21,5.605348818,4.892087978,10.4974368,30.48729389,279.05371,24.88194507,1975
4/3/21,34.54490412,25.71568304,60.26058715,65.84715604,3841.880542,31.30225192,1971
4/3/21,23.8430439,8.57139253,32.41443643,53.13155945,1636.68356,29.28851555,1956
4/3/21,16.90401906,3.595347239,20.4993663,51.94975783,992.487991,35.04573877,1905
4/3/21,-1.152545643,-4.699663403,-5.852209046,45.47291761,-305.7377283,46.62546325,1969
4/3/21,-0.349079227,-6.401682808,-6.750762036,17.21467648,-126.6760989,17.5637557,1927
4/3/21,19.67401997,10.40226089,30.07628086,68.4671966,1960.695157,48.79317663,1968
4/3/21,10.20684035,8.722812994,18.92965334,47.70142876,836.3404282,37.49458841,1970
4/3/21,15.89311078,7.122528782,23.01563956,61.20126615,1324.369377,45.30815537,1970
4/3/21,-3.529462408,-6.002243257,-9.531705664,26.53096551,-269.8846141,30.06042792,1915
4/3/21,15.93589257,-3.231558356,12.70433421,53.72584275,616.120885,37.78995019,1952
4/3/21,17.64868616,5.696753486,23.34543965,34.8325816,755.0039103,17.18389544,1925
4/3/21,5.939333134,-1.527332791,4.412000343,36.76630909,121.0346589,30.82697596,1944
4/3/21,5.357663243,1.721115579,7.078778821,47.54107544,281.9129037,42.1834122,1945
4/4/21,9.395407306,-12.63645018,-3.241042871,75.42630604,-316.6451546,66.03089873,1910
4/4/21,4.481635153,-7.710466515,-3.228831362,31.00917286,-127.9037313,26.5275377,1941
4/4/21,14.15024101,10.02746491,24.17770592,32.59761616,731.3602551,18.44737515,1916
4/4/21,10.94831935,10.8271429,21.77546224,33.62825849,676.8671523,22.67993915,1956
4/4/21,11.83712414,-5.196164633,6.640959503,11.27078138,56.93706184,-0.566342755,1932
4/4/21,36.0535956,19.05937382,55.11296942,75.8157108,4047.500271,39.7621152,1967
4/4/21,12.1544476,3.560149058,15.71459666,29.53752209,418.9181271,17.38307448,1902
4/4/21,9.464383849,4.543072861,14.00745671,36.63411901,462.5092605,27.16973516,1974
4/4/21,5.529548865,0.266761299,5.796310164,36.28037465,168.2156195,30.75082578,1967
4/4/21,2.768901689,-2.453932922,0.314968767,32.39888523,-22.50921705,29.62998354,1925
4/4/21,3.657223512,-8.650747584,-4.993524072,71.28379065,-422.2475911,67.62656714,1958
4/4/21,6.889425384,-6.225348693,0.664076691,20.41051461,-7.520444292,13.52108923,1905
4/4/21,21.48776713,6.632493956,28.12026108,48.66147168,1291.591556,27.17370456,1932
4/4/21,12.24082532,-1.011042303,11.22978302,49.74651767,497.6662986,37.50569236,1948
4/4/21,26.01222963,13.35690778,39.36913741,50.1146538,1883.486901,24.10242416,1936
4/4/21,6.476979877,-0.878370212,5.598609665,48.74613776,218.5658506,42.26915789,1955
4/4/21,15.12642923,11.43772209,26.56415132,37.44889902,930.7851701,22.32246979,1917
4/4/21,1.66270531,-9.745134362,-8.082429053,25.14098098,-220.258747,23.47827567,1926
4/4/21,5.379063644,-8.986172259,-3.607108616,30.26048911,-135.8062515,24.88142547,1916
4/4/21,-4.868999679,-7.602608932,-12.47160861,28.05129128,-365.4244085,32.92029096,1909
4/4/21,-1.111299928,-2.675044105,-3.786344033,52.21882803,-246.1509319,53.33012796,1930
4/4/21,13.94037952,12.42611664,26.36649616,27.9288592,682.0908035,13.98847968,1953
4/4/21,6.742071093,0.028403559,6.770474652,29.73618365,164.8214194,22.99411256,1949
4/4/21,9.02792442,3.868453845,12.89637826,54.60996948,636.7644756,45.58204506,1905
4/4/21,33.31870025,18.50009017,51.81879043,34.83473489,1718.440301,1.516034637,1974
4/4/21,21.52124786,10.8481751,32.36942296,32.63390494,991.337344,11.11265708,1964
4/4/21,6.738159665,-3.742353442,2.995806222,32.28212743,61.43306458,25.54396777,1911
4/4/21,-0.803533262,-2.88315407,-3.686687331,6.679253656,-27.61688616,7.482786918,1922
4/4/21,-1.641032597,-8.085584082,-9.726616679,64.67692105,-684.0379235,66.31795365,1981
4/4/21,10.67985057,9.332132105,20.01198267,23.97256213,435.7539531,13.29271156,1973
4/4/21,-5.035742135,-11.29901872,-16.33476085,40.60218417,-687.4943919,45.6379263,1971
4/4/21,13.13180727,1.645605114,14.77741238,49.63604923,669.0789068,36.50424196,1981
4/4/21,5.026193744,6.386931856,11.4131256,52.99610096,540.4419299,47.96990721,1916
4/4/21,-3.994982386,-4.729725936,-8.724708322,14.27025326,-130.0493423,18.26523564,1915
4/4/21,19.2963325,10.17893002,29.47526252,72.22356388,2027.109679,52.92723138,1934
4/4/21,5.71278507,-3.953345751,1.759439319,27.57027135,19.17850878,21.85748628,1973
,8.486348803,-5.116945453,3.36940335,12.41196477,26.03954755,3.925615967,1981
4/4/21,9.932636099,3.679519947,13.61215605,42.41127553,521.2854691,32.47863943,1936
4/4/21,11.75276106,-0.712065502,11.04069556,34.34961591,333.8533404,22.59685484,1925
4/4/21,8.513297993,4.790143227,13.30344122,42.34526162,507.6889961,33.83196362,1920
4/4/21,0.305625636,3.239651153,3.545276789,28.67675187,69.44499414,28.37112624,1959
4/4/21,10.70181379,5.492566314,16.19438011,44.90428943,666.0984619,34.20247564,1905
4/4/21,-8.06686409,-13.74144037,-21.80830446,20.2766101,-440.6667923,28.34347419,1913
4/5/21,15.80941116,8.852718898,24.66213006,32.86678932,753.0361135,17.05737816,1906
4/5/21,15.01694829,6.296389014,21.31333731,40.3456542,798.2415454,25.32870591,1907
4/5/21,6.100500261,-2.560195559,3.540304703,37.82427244,92.54487245,31.72377218,1938
4/5/21,4.49117829,-1.990896016,2.500282274,30.84003054,43.76846887,26.34885225,1940
4/5/21,8.826232686,-0.37532016,8.450912525,50.97982265,371.3952866,42.15358996,1919
4/5/21,0.251380037,-8.004153778,-7.752773741,36.85503386,-314.8309988,36.60365382,1912
4/5/21,6.732899844,-0.861968612,5.870931232,49.40393716,234.7722493,42.67103731,1977
4/5/21,18.87825383,21.83815021,40.71640404,52.32011777,2037.250533,33.44186395,1974
4/5/21,-2.546825409,-11.19120573,-13.73803114,20.17609607,-283.617901,22.72292148,1948
4/5/21,16.19226818,1.036441643,17.22870983,53.57437801,852.2143249,37.38210982,1937
4/5/21,9.821353227,-2.383928135,7.437425092,23.77375254,145.604326,13.95239931,1980
4/5/21,-1.411893632,-12.52008633,-13.93197996,2.607657337,-25.00550714,4.019550969,1972
4/5/21,4.600762167,-9.518157485,-4.917395318,27.80414195,-159.6107041,23.20337979,1973
4/5/21,0.278572051,-3.499206985,-3.220634934,39.71886249,-164.4181836,39.44029044,1975
4/5/21,-1.464375393,-8.716160038,-10.18053543,26.0205,-280.7425867,27.48487539,1968
4/5/21,23.1244606,13.64112299,36.76558359,56.91905144,1998.977509,33.79459084,1942
4/5/21,16.29942184,12.05824764,28.35766948,50.55784241,1354.787073,34.25842057,1960
4/5/21,5.984482485,5.878298166,11.86278065,46.93925935,498.0280975,40.95477686,1918
4/5/21,41.17832675,20.53032348,61.70865023,74.98129703,4490.304685,33.80297028,1951
4/5/21,10.57423229,9.93917537,20.51340766,53.95940937,1032.418544,43.38517709,1922
4/5/21,8.304969167,-3.361427733,4.943541434,70.55696541,273.3007751,62.25199624,1961
4/5/21,3.333215838,2.199445168,5.532661005,39.02909001,171.3729734,35.69587418,1973
4/5/21,-6.551180772,-9.138937365,-15.69011814,39.56736518,-644.693881,46.11854595,1936
4/5/21,13.25085488,10.3965031,23.64735799,50.71226161,1124.851385,37.46140673,1912
4/5/21,12.6922702,13.2449213,25.93719151,24.95748726,596.432448,12.26521706,1927
4/5/21,-11.26336527,-14.75865815,-26.02202342,20.29663142,-522.4340263,31.55999669,1976
4/5/21,3.974949542,-2.928726753,1.046222788,33.49679632,0.502092541,29.52184677,1934
4/5/21,23.94384534,12.98545591,36.92930125,60.02435183,2119.703718,36.08050648,1951
4/5/21,16.08038934,-1.650731063,14.42965827,62.85732186,829.7226943,46.77693252,1981
4/5/21,22.71701866,4.487446359,27.20446502,45.43214154,1163.320499,22.71512288,1902
4/5/21,21.29879943,9.650513992,30.94931342,59.14801779,1740.49321,37.84921837,1902
4/5/21,18.14038675,6.020945883,24.16133264,59.37301158,1350.996738,41.23262482,1958
4/5/21,-3.515703591,-11.96346087,-15.47916446,10.93332495,-164.6928954,14.44902854,1948
4/5/21,20.18638025,8.68160739,28.86798764,54.54834255,1491.284549,34.3619623,1957
4/5/21,-11.04566096,-13.60972754,-24.6553885,7.477387007,-167.1798801,18.52304797,1981
4/5/21,9.705310462,8.796572032,18.50188249,37.39945083,636.0589113,27.69414037,1940
4/5/21,14.33359236,5.058749433,19.39234179,30.83319121,547.7022495,16.49959884,1941
4/5/21,2.467404456,-8.281564158,-5.814159702,10.44993998,-65.39340023,7.982535529,1961
4/5/21,9.746706622,10.05818844,19.80489506,61.19634012,1130.985859,51.4496335,1945
4/5/21,6.850792829,4.711453217,11.56224605,20.73098282,207.4034953,13.88018999,1954
4/5/21,-4.721234748,-6.335963402,-11.05719815,-6.810337457,93.17078634,-2.089102709,1947
4/5/21,-4.116639056,-10.22819495,-14.344834,33.6815369,-502.4927587,37.79817595,1981
4/5/21,14.85221507,6.574664229,21.4268793,43.83341255,873.9529482,28.98119747,1906
4/6/21,8.475752262,1.04565358,9.521405843,43.40291562,360.332453,34.92716336,1924
4/6/21,19.08407513,6.683432819,25.76750795,75.88978173,1853.833264,56.8057066,1952
4/6/21,1.568757305,-3.723373939,-2.154616634,10.11015077,-29.73903316,8.541393464,1960
4/6/21,6.06309417,0.656252621,6.719346791,27.53423951,150.7585176,21.47114534,1921
,27.37037474,7.596590409,34.96696514,55.41955173,1847.467017,28.04917699,1972
4/6/21,14.82930871,13.56855828,28.397867,36.21276517,963.7546568,21.38345646,1924
4/6/21,-8.904294983,-16.43029822,-25.3345932,26.86095305,-682.0376784,35.76524803,1961
4/6/21,16.14843056,5.096806846,21.24523741,21.44620404,412.9382548,5.297773478,1980
4/6/21,31.4652063,29.83278906,61.29799536,59.85368035,3547.758944,28.38847405,1922
4/6/21,4.586193372,4.809338281,9.395531653,41.76072459,341.2079535,37.17453122,1955
4/6/21,25.86859095,7.289101185,33.15769214,42.33775606,1328.326833,16.46916511,1927
4/6/21,53.15578701,36.17327937,89.32906639,102.9913856,9007.80387,49.83559859,1917
4/6/21,11.69655992,1.467326871,13.16388679,40.30658018,477.1207913,28.61002026,1914
4/6/21,8.184355329,4.456702867,12.6410582,10.93071264,114.6040038,2.746357315,1945
4/6/21,4.963757509,-5.972808845,-1.009051336,34.38826813,-68.0787447,29.42451062,1903
4/6/21,18.18109826,17.43901673,35.62011498,43.35547187,1465.351307,25.17437362,1905
4/6/21,5.73584611,0.413674649,6.149520758,37.33498587,186.107764,31.59913977,1924
4/6/21,13.50627099,12.35831898,25.86458997,40.68112539,985.6549124,27.1748544,1910
4/6/21,12.62515321,-6.013620333,6.611532877,38.32905732,208.4732324,25.70390411,1937
4/6/21,16.39727623,17.76486685,34.16214307,47.49380166,1540.834103,31.09652543,1907
4/6/21,9.709607803,6.464123736,16.17373154,45.75447411,678.0923753,36.04486631,1909
4/6/21,31.51106246,17.7545687,49.26563116,39.71563031,1867.634333,8.20456785,1959
4/6/21,-13.41914302,-18.05534555,-31.47448858,6.097928429,-166.5526185,19.51707145,1928
4/6/21,3.627321473,0.59475033,4.222071804,42.76909021,133.5830079,39.14176874,1915
4/6/21,9.168623258,9.791324597,18.95994786,36.08490653,629.1230918,26.91628327,1926
4/6/21,19.31486182,18.43804816,37.75290998,54.43807201,1963.00465,35.12321019,1908
4/6/21,22.25284351,11.57135052,33.82419404,72.08707738,2332.376021,49.83423387,1902
4/6/21,5.118561832,0.284318368,5.4028802,50.5260966,217.0574701,45.40753477,1927
4/6/21,15.51271517,12.68816889,28.20088406,38.80479891,1027.323952,23.29208374,1964
4/6/21,7.322907923,3.993111993,11.31601992,61.86415486,626.8758337,54.54124694,1979
4/6/21,10.83464212,5.719583042,16.55422517,47.54147403,722.9165666,36.7068319,1911
4/6/21,3.608705259,-6.622072265,-3.013367006,36.5411294,-143.6395961,32.93242414,1913
4/6/21,2.751829545,0.509643062,3.261472606,31.34402059,67.62217132,28.59219104,1981
4/6/21,22.32363294,9.234750871,31.55838381,67.87291274,2042.528134,45.5492798,1966
4/6/21,15.20862442,12.4157216,27.62434602,76.12056857,1999.036011,60.91194414,1931
4/6/21,-19.31673169,-19.43770582,-38.7544375,26.99248287,-1034.316536,46.30921456,1947
4/6/21,-0.748288915,-4.153959771,-4.902248685,31.92264797,-183.5131584,32.67093689,1948
4/6/21,-9.675785555,-13.3178265,-22.99361205,53.54408436,-1261.722376,63.21986991,1934
4/6/21,12.14807839,2.487291794,14.63537019,64.15613558,860.1572883,52.00805719,1948
4/6/21,4.2682054,-1.724479401,2.543726,46.22127399,68.8092564,41.95306859,1934
4/6/21,15.1720611,8.989948611,24.16200971,70.23700558,1602.668195,55.06494448,1968
4/6/21,8.105022068,-2.152845191,5.952176877,59.64186779,289.4049017,51.53684573,1935
4/7/21,22.73443357,-0.255623586,22.47880999,51.28164388,1078.989875,28.54721031,1917
4/7/21,20.14557285,12.75590675,32.90147961,60.08361576,1883.854763,39.93804291,1941
4/7/21,1.690045198,-2.58531699,-0.895271792,34.37432319,-64.25341332,32.68427799,1928
4/7/21,10.82710126,2.601934428,13.42903568,13.01330856,148.3138407,2.186207302,1923
4/7/21,26.79397159,27.88019155,54.67416313,50.80807461,2672.406722,24.01410302,1946
4/7/21,16.61090029,0.729177619,17.34007791,34.59049885,547.8713684,17.97959856,1972
4/7/21,19.38611468,9.125209914,28.51132459,28.84709916,765.1105838,9.460984477,1909
4/7/21,-6.018690573,-10.78602073,-16.8047113,34.57213061,-598.7420934,40.59082119,1958
4/7/21,27.86042318,15.1195977,42.98002087,67.77127341,2802.059451,39.91085023,1933
4/7/21,9.072805076,2.12766106,11.20046614,21.59344284,209.0627164,12.52063777,1923
4/7/21,24.13882312,6.038406571,30.17722969,55.6046469,1592.212325,31.46582378,1971
4/7/21,23.71457111,8.618835197,32.3334063,63.95528581,1971.603549,40.2407147,1913
4/7/21,4.964800668,0.625853314,5.590653981,45.24935323,202.1334696,40.28455256,1946
4/7/21,20.65598676,12.66900343,33.32499019,44.75985982,1413.537039,24.10387306,1927
4/7/21,7.525236065,-3.970404368,3.554831696,37.35551798,91.88222967,29.83028191,1943
4/7/21,7.026955019,4.251222791,11.27817781,14.59538775,138.7358127,7.568432734,1925
4/7/21,19.87030836,4.307961848,24.1782702,48.19414363,1092.878613,28.32383528,1954
4/7/21,7.670221406,4.149045737,11.81926714,34.94033301,366.2095297,27.2701116,1973
4/7/21,-11.18674073,-15.32274833,-26.50948906,11.40520778,-287.2419497,22.59194851,1921
4/7/21,3.985432346,-4.226703886,-0.24127154,23.40129554,-28.80609061,19.41586319,1929
4/7/21,18.10458656,10.43883391,28.54342047,27.34662353,724.6761298,9.242036975,1923
4/7/21,17.75716179,6.98798013,24.74514192,66.09221348,1544.623847,48.33505169,1916
4/7/21,17.9112122,10.62116541,28.5323776,65.92928551,1786.657606,48.01807332,1929
4/7/21,9.27044225,7.091839015,16.36228127,42.30331881,633.5132008,33.03287656,1914
4/7/21,1.769532029,2.613073918,4.382605947,25.21033595,80.89402637,23.44080392,1946
4/7/21,29.34689656,21.41271951,50.75961608,45.92484852,2234.443215,16.57795196,1971
4/7/21,21.6745269,15.34861169,37.0231386,66.17715466,2346.885675,44.50262775,1966
4/7/21,13.14093272,-0.856664212,12.28426851,37.98262787,416.3219031,24.84169515,1948
4/7/21,-13.83679994,-11.95132203,-25.78812197,-6.434328899,198.1517093,7.402471038,1971
4/7/21,-5.010164484,-14.52095841,-19.53112289,31.60756638,-629.4077067,36.61773086,1948
4/7/21,21.92647308,10.47602651,32.40249959,55.96980069,1725.189144,34.04332761,1938
4/7/21,-4.905316594,-4.680824448,-9.586141042,44.06736589,-456.9172097,48.97268249,1937
4/7/21,12.77113058,8.540129475,21.31126006,45.91263702,911.2322502,33.14150643,1920
4/7/21,12.09148698,5.905200262,17.99668724,61.06703239,1019.940563,48.97554541,1935
4/7/21,1.360783253,-1.515596456,-0.154813203,23.57971975,-27.07535849,22.2189365,1946
4/7/21,-15.99339227,-20.78000394,-36.77339622,31.34569645,-1147.260015,47.33908872,1913
4/7/21,9.005638704,2.861516091,11.8671548,41.65041443,440.7543461,32.64477573,1941
4/7/21,10.07404647,8.868042309,18.94208878,48.82540636,857.0876867,38.7513599,1925
4/7/21,-1.78308067,-8.524852539,-10.30793321,10.68005592,-110.4614258,12.46313659,1906
4/7/21,21.91838698,11.77649157,33.69487855,58.8518846,1890.460341,36.93349762,1942
4/7/21,25.72855808,22.34938575,48.07794383,50.56352426,2332.348811,24.83496617,1973
4/7/21,-10.46985559,-14.2513767,-24.72123229,13.72998011,-328.4307755,24.1998357,1916
4/7/21,26.47302207,20.71948593,47.192508,72.90159294,3320.314907,46.42857087,1921
4/8/21,14.06342698,8.490210944,22.55363793,46.18278674,972.8534258,32.11935975,1944
4/8/21,26.05484122,20.24085757,46.29569879,73.12582442,3265.989618,47.0709832,1961
4/8/21,12.98639594,0.831791874,13.81818781,80.35247367,1016.154911,67.36607773,1957
